Semester,Academic Year,Concert #,Performer,Date,Performer Type,Detailed Performance,Performance Type,Instrument,Index,Composer,Ugly,Composer Category,Composer Status,Arranger,Piece
Fall 2022,22-23 Academic Year,19,"Walter Smith III, saxophone",11/9/22,Student,Ensemble,Ensemble,Pacific Jazz Ensemble,8.7,Thelonious Monk,"Monk, Thelonious",3,2,Eric Reed,Ask Me Now (1951)
Fall 2022,22-23 Academic Year,19,"Walter Smith III, saxophone",11/9/22,Student,Ensemble,Ensemble,Pacific Jazz Ensemble,8.8,Walter Smith III,"Smith III, Walter",3,1,Russell Davis,Apollo (2014)
Fall 2022,22-23 Academic Year,20,Torres,11/13/22,Student,Student Recital,Recital,Cello,3.1,Johann Sebastian Bach,"Bach, Johann Sebastian",1,2,,"Suite for Unaccompanied Cello No. 6 in D major, BWV 1012"
Fall 2022,22-23 Academic Year,20,Torres,11/13/22,Student,Student Recital,Recital,Cello,3.2,Sergei Rachmaninoff,"Rachmaninoff, Sergei",1,2,,"Cello Sonata in G minor, op. 19"
Fall 2022,22-23 Academic Year,20,Torres,11/13/22,Student,Student Recital,Recital,Cello,3.3,Mark Summer,"Summer, Mark",1,1,,Julie-O
Fall 2022,22-23 Academic Year,21,Trio Zimbalist,11/13/22,Guest,Friends of Chamber Music,Chamber,,2.1,Anton Arensky,"Arensky, Anton",1,2,,"Piano trio in d minor, op. 32 (1894)"
Fall 2022,22-23 Academic Year,21,Trio Zimbalist,11/13/22,Guest,Friends of Chamber Music,Chamber,,2.2,Ludwig van Beethoven,"Beethoven, Ludwig van",1,2,,"Piano trio in b♭ major, op. 79, “archduke” (1811)"
Fall 2022,22-23 Academic Year,22,28/78 New Music Ensemble,11/14/22,Student,Ensemble,Ensemble,,5.1,Angélique Kidjo,"Kidjo, Angélique",4,1,Jacob Garchik b. 1976,YanYanKliYan Senamido #1* (2020)
Fall 2022,22-23 Academic Year,22,28/78 New Music Ensemble,11/14/22,Student,Ensemble,Ensemble,,5.2,Franghiz Ali-Zadeh,"Ali-Zadeh, Franghiz",4,1,,Rəqs (Dance)* (2015)
Fall 2022,22-23 Academic Year,22,28/78 New Music Ensemble,11/14/22,Student,Ensemble,Ensemble,,5.3,Evan Williams,"Williams, Evan",3,1,,Beautiful Death (2014)
Fall 2022,22-23 Academic Year,22,28/78 New Music Ensemble,11/14/22,Student,Ensemble,Ensemble,,5.4,Jace Clayton a.k.a. DJ /rupture,"Clayton a.k.a. DJ /rupture, Jace",,,,Lethe’s Children (2015)
Fall 2022,22-23 Academic Year,22,28/78 New Music Ensemble,11/14/22,Student,Ensemble,Ensemble,,5.5,Yaz Lancaster,"Lancaster, Yaz",5,1,,Björk Cute (2019) (28/78 commission)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.1,George Greshwin,"Gershwin, George",1,2,,Do It Again (1922)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.1,Eric Ewazen,"Ewazen, Eric",1,1,,A Western Fanfare (1997)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.2,James Stephenson,"Stephenson, James",1,1,,Fanfare for an Angel (2010)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.3,Wolfgang Amadè Mozart,"Mozart, Wolfgang Amadeus",1,2,,"Horn Quintet in E-flat major, K. 386c (K. 407)"
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.4,Joshua Hauser,"Hauser, Joshua",1,1,,Grooves (2007)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.5,Pérez Prado,"Prado, Pérez",3,2,Meredith Brown,Mambo No. 5 ( 1949; 2021)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.6,Paul Dukas,"Dukas, Paul",1,2,Marie Speziale,Fanfare from La Péri (1912; 2002)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.7,Engelbert Humperdinck,"Humperdinck, Engelbert",1,2,Jeffry Kirschen,Prelude-Chorale from Hansel and Gretel 1893; 1981
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.8,Hans Zimmer,"Zimmer, Hans",1,1,Andrew P. Haig,Honor from The Pacific (2010)
Fall 2022,22-23 Academic Year,23,Pacific Brass Chamber,11/15/22,Faculty,Chamber,Chamber,Brass,10.9,James Naigus,"Naigus, James",1,1,,Starboard (2012)
Fall 2022,22-23 Academic Year,24,Veligan,11/16/22,Faculty,Faculty Recital,Recital,Violin/Viola,5.1,Leoš Janáček,"Janáček, Leoš",1,2,,Violin Sonata (1914)
Fall 2022,22-23 Academic Year,24,Veligan,11/16/22,Faculty,Faculty Recital,Recital,Violin/Viola,5.2,Richard Cionco,"Cionco, Richard",1,1,,Today’s Verse - Milonga (2022)
Fall 2022,22-23 Academic Year,24,Veligan,11/16/22,Faculty,Faculty Recital,Recital,Violin/Viola,5.3,Miguel del Aguila,"del Aguila, Miguel",3,1,,"Invisibles, after a Poem by Antonio Machado, op. 124"
Fall 2022,22-23 Academic Year,24,Veligan,11/16/22,Faculty,Faculty Recital,Recital,Violin/Viola,5.4,Chanell Crichlow,"Crichlow, Chanell",3,1,,When Dark Clouds Linger (2022)
Fall 2022,22-23 Academic Year,24,Veligan,11/16/22,Faculty,Faculty Recital,Recital,Violin/Viola,5.5,Johannes Brahms,"Brahms, Johannes",1,2,,"Violin Sonata No. 3 in D minor, op. 108 (1886–88)"
Fall 2022,22-23 Academic Year,25,Kruse,11/17/22,Student,Student Recital,Recital,Piano,5.1,Fanny Mendelssohn Hensel,"Hensel, Fanny Mendelssohn",2,2,,"Vier Lieder fur das Pianoforte, op. 8 (1846)"
Fall 2022,22-23 Academic Year,25,Kruse,11/17/22,Student,Student Recital,Recital,Piano,5.2,Joseph Haydn,"Haydn, Joseph",,,,"Piano Sonata in C major, Hob. XVI/48 (1789)"
Fall 2022,22-23 Academic Year,25,Kruse,11/17/22,Student,Student Recital,Recital,Piano,5.3,Olivier Messiaen,"Messiaen, Olivier",1,2,,Vingt regards sur l’Enfant-Jésus (1944)
Fall 2022,22-23 Academic Year,25,Kruse,11/17/22,Student,Student Recital,Recital,Piano,5.4,Johann Sebastian Bach,"Bach, Johann Sebastian",1,2,,"Toccata in G major, BWV 916 (1714)"
Fall 2022,22-23 Academic Year,25,Kruse,11/17/22,Student,Student Recital,Recital,Piano,5.5,Sergei Rachmaninoff,"Rachmaninoff, Sergei",1,2,,Preludes (1903)
Fall 2022,22-23 Academic Year,26,,11/20/22,Student,Ensemble,Ensemble,,3.1,Gustav Mahler,"Mahler, Gustav",1,2,,Blumine (1884)
Fall 2022,22-23 Academic Year,26,,11/20/22,Student,Ensemble,Ensemble,,3.2,Alma Mahler,"Mahler, Alma",2,2,Nicolas Waldvogel,Four Songs
Fall 2022,22-23 Academic Year,26,,11/20/22,Student,Ensemble,Ensemble,,3.3,Gustav Mahler,"Mahler, Gustav",1,2,,Totenfeier (1888)
Fall 2022,22-23 Academic Year,27,Varied Ensemble,11/21/22,Student,Chamber,Chamber,,4.1,Damian Montano,"Montano, Damian",1,1,,Suite for Bassoon and Bass (2002)
Fall 2022,22-23 Academic Year,27,Varied Ensemble,11/21/22,Student,Chamber,Chamber,,4.2,François René Gebauer,"Gebauer, François René",1,2,,"Quatour concertant in C major, op. 27, no. 1 (c. 1800)"
Fall 2022,22-23 Academic Year,27,Varied Ensemble,11/21/22,Student,Chamber,Chamber,,4.3,Rosemary Sugden Waltzer,"Waltzer, Rosemary Sugden",2,1,,Suite for Trumpet and Horn (2002)
Fall 2022,22-23 Academic Year,27,Varied Ensemble,11/21/22,Student,Chamber,Chamber,,4.4,Theodor Blumer,"Blumer, Theodor",1,2,,"Wind Quintet, op. 52 (1924)"
Fall 2022,22-23 Academic Year,27,Hui,11/20/22,Student,Student Recital,Recital,Piano,5.1,Yiruma,Yiruma,3,1,,Lord . . . Hold My Hand (2006)
Fall 2022,22-23 Academic Year,27,Hui,11/20/22,Student,Student Recital,Recital,Piano,5.2,Joe Hisaichi,"Hisaishi, Joe",3,1,,Nostalgia (1998)
Fall 2022,22-23 Academic Year,27,Hui,11/20/22,Student,Student Recital,Recital,Piano,5.3,VK 克,VK 克,3,1,,Blue Moon Shadow 藍月流影 (2019)
Fall 2022,22-23 Academic Year,27,Hui,11/20/22,Student,Student Recital,Recital,Piano,5.4,VK 克,VK 克,3,1,,The Fetter 結 (2019)
Fall 2022,22-23 Academic Year,27,Hui,11/20/22,Student,Student Recital,Recital,Piano,5.5,Yiruma,Yiruma,3,1,,Reminiscent (2011)
Fall 2022,22-23 Academic Year,28,Varied Ensemble,11/28/22,Student,Chamber,Chamber,,4.1,Günter Raphael,"Raphael, Günter",1,2,,"Duo for Violin and Clarinet in E-flat major, op. 47, no. 6 (1941)"
Fall 2022,22-23 Academic Year,28,Varied Ensemble,11/28/22,Student,Chamber,Chamber,,4.2,Claude Debussy,"Debussy, Claude",1,2,,"String Quartet in G minor, op. 10 (1893)"
Fall 2022,22-23 Academic Year,28,Varied Ensemble,11/28/22,Student,Chamber,Chamber,,4.3,Carl Reinecke,"Reinecke, Carl",1,2,,"Trio for Piano, Oboe, and Horn in A minor, op. 188 (1887)"
Fall 2022,22-23 Academic Year,28,Varied Ensemble,11/28/22,Student,Chamber,Chamber,,4.4,Dmitri Shostakovich,"Shostakovich, Dmitri",1,2,,"String Quartet No. 7 in F-sharp minor, op. 108 (1960)"
Fall 2022,22-23 Academic Year,29,Percussion Ensemble,11/30/22,Student,Ensemble,Ensemble,,7.1,Emmanuel Séjourné,"Séjourné, Emmanuel",1,1,,Akadinda Trio (2002)
Fall 2022,22-23 Academic Year,29,Percussion Ensemble,11/30/22,Student,Ensemble,Ensemble,,7.2,Giovanni Santos,"Santos, Giovanni",3,1,,Tumbao de Carlitos (2020)
Fall 2022,22-23 Academic Year,29,Percussion Ensemble,11/30/22,Student,Ensemble,Ensemble,,7.3,Vince Wallace,"Wallace, Vince",3,1,,Pulse (2012)
Fall 2022,22-23 Academic Year,29,Percussion Ensemble,11/30/22,Student,Ensemble,Ensemble,,7.4,Giovanni Santos,"Santos, Giovanni",3,1,,Zoom Stomp! (2020)
Fall 2022,22-23 Academic Year,29,Percussion Ensemble,11/30/22,Student,Ensemble,Ensemble,,7.5,Nell Shaw Cohen,"Shaw Cohen, Nell",2,1,,Three Decorations for Percussion Trio (2013)
Fall 2022,22-23 Academic Year,29,Percussion Ensemble,11/30/22,Student,Ensemble,Ensemble,,7.6,Anders Åstrand,"Åstrand, Anders",1,1,,Norrsken (2001/2002)
Fall 2022,22-23 Academic Year,29,Percussion Ensemble,11/30/22,Student,Ensemble,Ensemble,,7.7,Gregory Jackson,"Jackson, Gregory",3,1,,"Hokkaido Jishin, op. 37 (2010)"
Fall 2022,22-23 Academic Year,30,Concert Hour,12/2/22,Student,Concert Hour,Recital,,4.1,Johann Nepomuk Hummel,"Hummel, Johann Nepomuk",1,2,,"Bassoon Concerto in F major, S. 63, WoO 23 (c. 1805)"
Fall 2022,22-23 Academic Year,30,Concert Hour,12/2/22,Student,Concert Hour,Recital,,4.2,Samuel Barber,"Barber, Samuel",1,2,,"Violin Concerto, op. 14 (1939)"
Fall 2022,22-23 Academic Year,30,Concert Hour,12/2/22,Student,Concert Hour,Recital,,4.3,Rosemary Sugden Waltzer,"Waltzer, Rosemary Sugden",2,1,,Suite for Trumpet and Horn (“Ott’s Thorns” Duet) (2002)
Fall 2022,22-23 Academic Year,30,Concert Hour,12/2/22,Student,Concert Hour,Recital,,4.4,Wolfgang Amadè Mozart,"Mozart, Wolfgang Amadeus",1,2,,"Bassoon Concerto in B-flat major, K. 186e (191) (1774)"
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.1,German Tune,Traditional - German Folk Song,999,999,Lara Hoggard (1915–2007),Personent hodie (2001)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.1,Theodore Kountz,"Kountz, Theodore",1,2,Grace Helen Nash,The Sleigh (à la Russe) (1926)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.1,Swedish Folksong,Traditional Swedish Folkson,,,Per-Erik Moraeus,Koppången (1998)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.1,Hassidic Melody,Hassidic Song,999,999,A. W. Binder,Shirat Ha-Chag (1957)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.1,Francis Poulenc,"Poulenc, Francis",1,2,,O magnum mysterium (1952)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.1,none,none,999,999,Craig Courtney (b. 1954),Mary Had a Baby (2004)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.2,Felix Bernard,"Bernard, Felix",1,2,Yejee Choi,Winter Wonderland (1934)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.2,none,none,999,999,Brad Holmes (b. 1956),Noel (2002)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.2,Adolphe Adam,"Adam, Adolphe",1,2,Gary Fry,O Holy Night (2007)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.2,Lloyd Pfautsch,"Pfautsch, Lloyd",1,2,,Musicks Empire (1968)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.3,Aaron Copland,"Copland, Aaron",1,2,,Ching-a-Ring Chaw (1954)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.4,Medieval Chant,Traditional - Medieval,999,999,Michael Engelhardt,Gaudete (2014)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.5,Irish Folksong,Traditional - Irish Folk Song,999,999,Pittsburgh Symphony Brass,Wexford Carol (2000)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.6,French Carol,Traditional - French Folk Song,999,999,Harry Robert Wilson (1901–1968) and Walter Ehret (1918–2009),Masters in This Hall
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.7,Natalie Sleeth,"Sleeth, Natalie",2,2,,Jazz Gloria (1970)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.8,Ahrens and Flaherty,"Flaherty, Stephen",1,1,,Once upon a December (1996)
Fall 2022,22-23 Academic Year,31,University Chorus and Pacific Singers,12/2/22,Student,Ensemble,Ensemble,,17.9,French Carol,Traditional - French Folk Song,999,999,Audrey Snyder (b. 1953),Il est né le divin enfant
Fall 2022,22-23 Academic Year,32,Varied Ensemble III,12/5/22,Student,Chamber,Chamber,,4.1,Lori Laitman,"Laitman, Lori",2,1,,I Never Saw Another Butterfly for Soprano and Clarinet (1996)
Fall 2022,22-23 Academic Year,32,Varied Ensemble III,12/5/22,Student,Chamber,Chamber,,4.2,Clara Schumann,"Schumann, Clara",2,2,Aribert Reimann b. 1936,"from Three Lieder (1840, 1841; 2018)"
Fall 2022,22-23 Academic Year,32,Varied Ensemble III,12/5/22,Student,Chamber,Chamber,,4.3,Daniel Cueto,"Cueto, Daniel",3,1,,Luna (2016; 2020)
Fall 2022,22-23 Academic Year,32,Varied Ensemble III,12/5/22,Student,Chamber,Chamber,,4.4,Alyssa Morris,"Morris, Alyssa",2,1,,Brush Strokes (2014)
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.1,Henry Purcell,"Purcell, Henry",1,2,,"I’ll Sail upon the Dog Star A Fool’s Preferment, or The Dukes of Dunstable (1688)"
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.2,Gerald Finzi,"Finzi, Gerald",1,2,,Let Us Garlands Bring (1942)
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.3,Christoph Willibald Gluck,"Glück, Christoph Willibald",1,2,,O del mio dolce ardor from Paride ed Yelena (1780)
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.4,Giuseppe Sarti,"Sarti, Giuseppe",1,2,,Lungi dal caro benè from Giulio Sabino (1781)
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.5,Gaetano Donizetti,"Donizetti, Gaetano",1,2,,Bella sicomme un angelo from Don Pasquale (1842)
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.6,Johann Sebastian Bach,"Bach, Johann Sebastian",1,2,,"Betrachte meine Seel from St. John’s Passion, BWV 245 (1724)"
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.7,Wolfgang Amadè Mozart,"Mozart, Wolfgang Amadeus",1,2,,"Abendempfindung, K. 523 (1787)"
Fall 2022,22-23 Academic Year,33,Mahoney,12/8/22,Student,Student Recital,Recital,Voice,8.8,Ralph Vaughan Williams,"Vaughan Williams, Ralph",1,2,,Excerpts from Songs of Travel (1904)
Fall 2022,22-23 Academic Year,34,Concert Hour,12/9/22,Student,Concert Hour,Recital,,3.1,Franz Strauss,"Strauss, Franz",1,2,,"Nocturno, op. 7 (1864)"
Fall 2022,22-23 Academic Year,34,Concert Hour,12/9/22,Student,Concert Hour,Recital,,3.2,Johann Sebastian Bach,"Bach, Johann Sebastian",1,2,,"Sonata for Unaccompanied Violin No. 1 in G minor,"
Fall 2022,22-23 Academic Year,34,Concert Hour,12/9/22,Student,Concert Hour,Recital,,3.3,David Maslanka,"Maslanka, David",1,2,,My Lady White (1980)
Fall 2023,23-24 Academic Year,1,Martinez,8/28/23,Faculty,Faculty Recital,Recital,Saxophone,1.1,Andy Scott (b. 1966),"Scott, Andy",1,1,,Three Letter Word 
Fall 2023,23-24 Academic Year,1,Martinez,8/28/23,Faculty,Faculty Recital,Recital,Saxophone,1.2,Roberto Molinelli (b. 1963),"Molinelli, Roberto",1,1,,Four Pictures of New York 
Fall 2023,23-24 Academic Year,1,Martinez,8/28/23,Faculty,Faculty Recital,Recital,Saxophone,1.3,John Williams (b. 1932),"Williams, John",1,1,,Escapades 
Fall 2023,23-24 Academic Year,1,Martinez,8/28/23,Faculty,Faculty Recital,Recital,Saxophone,1.4,Andy Scott (b. 1966),"Scott, Andy",1,1,,Fujiko
Fall 2023,23-24 Academic Year,2,Martinez,9/9/23,Guest Artist,Guest Artist Recital - Yuuka Nakamura,Recital,Saxophone,2.1,Pierre Lantier (1910–1998),"Lantier, Pierre",1,2,,Sicilienne 
Fall 2023,23-24 Academic Year,2,Martinez,9/9/23,Guest Artist,Guest Artist Recital - Yuuka Nakamura,Recital,Saxophone,2.2,Fernande Decruck (1896–1954),"Decruck, Fernande",2,2,,Sonata in C-Sharp 
Fall 2023,23-24 Academic Year,2,Martinez,9/9/23,Guest Artist,Guest Artist Recital - Yuuka Nakamura,Recital,Saxophone,2.3,Joe Hisaishi (b. 1950),"Hisaishi, Joe",3,1,Mizuki Yanagawa,One Summer’s Day (arr. Mizuki Yanagawa)
Fall 2023,23-24 Academic Year,2,Martinez,9/9/23,Guest Artist,Guest Artist Recital - Yuuka Nakamura,Recital,Saxophone,2.4,You Nishimura (b. 1966),"Nishimura, You",3,1,,Suite for Saxophone Duo 
Fall 2023,23-24 Academic Year,2,Martinez,9/9/23,Guest Artist,Guest Artist Recital - Yuuka Nakamura,Recital,Saxophone,2.5,Pedro Iturralde (1929-2020),"Iturralde, Pedro",1,1,,Pequeña Czarda 
Fall 2023,23-24 Academic Year,3,Nguyen,9/13/23,Faculty,"Wind Band - ""Resilience""",Ensemble,Wind Band,3.1,Ralph Vaughan Williams (1872-1958),"Vaughan Williams, Ralph",1,2,,English Folk Song Suite 
Fall 2023,23-24 Academic Year,3,Nguyen,9/13/23,Faculty,"Wind Band - ""Resilience""",Ensemble,Wind Band,3.2,Adolphus Hailstork,"Hailstork, Adolphus",3,1,Brent Levine,American Guernica 
Fall 2023,23-24 Academic Year,3,Nguyen,9/13/23,Faculty,"Wind Band - ""Resilience""",Ensemble,Wind Band,3.3,David Gillingham,"Gillingham, David",1,1,,Be Thou My Vision 
Fall 2023,23-24 Academic Year,3,Nguyen,9/13/23,Faculty,"Wind Band - ""Resilience""",Ensemble,Wind Band,3.4,Valerie Coleman,"Coleman, Valerie",4,1,,Roma 
Fall 2023,23-24 Academic Year,3,Nguyen,9/13/23,Faculty,"Wind Band - ""Resilience""",Ensemble,Wind Band,3.5,Edwin Franko Goldman,"Goldman, Edwin Franko",1,2,Edward Lisk,On the Mall 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.1,Stevie Wonder,"Wonder, Stevie",3,1,,Overjoyed 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.1,Domenico Scarlatti,"Scarlatti, Domenico",1,2,,"Sonata, K. 11 "
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.1,José Lezcano,"Lezcano, José",3,1,,Key West Suite 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.1,Compay Segundo,"Segundo, Compay",3,2,,Chan Chan 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.1,Isolina Carillo,"Carillo, Isolina",4,2,,Dos gardenias 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.1,Maria Teresa Vera,"Vera, Maria Teresa",4,2,,Veinte años 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.2,Roland Dyens,"Dyens, Roland",1,2,,Tango en skaï 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.2,José Lezcano,"Lezcano, José",3,1,,Un habano y un mojito 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.2,José Lezcano,"Lezcano, José",3,1,,Etudes in time of Covid 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.3,Federico Moreno Torroba,"Torroba, Federico Moreno",1,2,,Madroños 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.4,Astor Piazzolla,"Piazzolla, Astor",3,2,,Ausencias (post. 2008)
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.5,Ignacio Cervantes,"Cervantes, Ignacio",3,2,,Three Cuban Contradanzas 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.6,Marco Pereira,"Pereira, Marco",3,1,,O Choros de Juliana  and Plainte 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.7,Carlos Silva Pareja,"Pareja, Carlos Silva",3,2,,El Ultimo Beso 
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.8,J.S. Bach,"Bach, Johann Sebastian",1,2,,"Prelude from Cello Suite in No. 1, BWV 1007 "
Fall 2023,23-24 Academic Year,4,Shands,9/22/23,Guest Artist,Guest Artist Recital - Dr. José Manuel Lezcano,Recital,Guitar,4.9,Domenico Scarlatti,"Scarlatti, Domenico",1,2,,"Sonata, K. 178 "
